PRIMARY_KEY,Employer_category,employee_count,Pay,Economic_sector,TYPE_OF_CONTRACT,WORK_CONDITION,labor_force_status,WORKING_HOURS,work_description,JOB_DEP
9908,"ct_9","tr_2",17244,"IZ","CDI","C","O",1201,"488a","13"
9912,"ct_9","tr_2",12381,"NZ","CDI","C","O",1681,"534a","75"
9915,"ct_8","tr_3",28528,"SZ","CDI","C","O",1806,"373d","13"
9934,"ct_9","tr_1",22899,"EZ","CDI","C","O",1764,"543g","84"
9941,"ct_7","tr_1",9342,"QB","CDI","N","O",932,"563b","13"
9944,"ct_9","tr_6",39233,"QA","CDI","C","O",2070,"433a","13"
9948,"ct_9","tr_6",27180,"GZ","CDI","C","O",2114,"466c","13"
9955,"ct_9","tr_1",1859,"QA","APP","C","A",257,"526b","13"
9956,"ct_9","tr_4",25592,"FZ","CDI","C","O",1680,"477c","13"
9957,"ct_9","tr_5",52843,"MB","CDI","C","O",1820,"383a","13"
9967,"ct_9","tr_1",6180,"FZ","CDI","C","O",684,"681a","13"
9970,"ct_9","tr_2",9659,"IZ","CDI","C","O",942,"488b","13"
9980,"ct_9","tr_3",20978,"HZ","CDI","C","O",1638,"451a","52"
9997,"ct_9","tr_3",22983,"HZ","CDI","P","O",1445,"466c","13"
9998,"ct_9","tr_1",39705,"MA","CDI","C","O",1992,"373d","13"
9999,"ct_9","tr_1",51155,"IZ","CDI","C","O",1820,"371a","13"
10007,"ct_9","tr_1",10827,"GZ","CDI","C","O",1564,"462c","13"
10010,"ct_5","tr_5",37894,"KZ","CDI","C","O",1824,"467a","13"
10012,"ct_9","tr_6",5871,"CM","CDI","C","O",548,"628a","13"
10021,"ct_8","tr_3",19426,"PZ","CDI","C","O",1074,"461d","13"
10040,"ct_9","tr_4",57598,"HZ","CDI","C","O",1656,"371a","13"
10043,"ct_9","tr_6",21391,"CH","CDI","C","O",1329,"475b","13"
10051,"ct_9","tr_6",29786,"JC","CDI","C","O",1820,"388a","69"
10060,"ct_9","tr_3",24678,"GZ","CDI","C","O",1676,"462e","13"
10071,"ct_9","tr_5",31826,"DZ","CDI","C","O",1680,"485a","13"
10076,"ct_9","tr_3",8931,"MC","CDI","C","O",630,"464a","13"
10078,"ct_8","tr_5",19262,"QB","CDI","C","O",1820,"525d","13"
10084,"ct_9","tr_2",28901,"NZ","CDI","C","O",1782,"462b","13"
10091,"ct_9","tr_4",25782,"HZ","CDI","C","O",1820,"466b","13"
10105,"ct_8","tr_3",27539,"SZ","CDI","C","O",1820,"372d","13"
10108,"ct_9","tr_1",9487,"QA","CDI","P","O",364,"431d","13"
10121,"ct_9","tr_3",4420,"IZ","CDI","P","O",620,"561d","13"
10127,"ct_8","tr_2",25971,"RZ","CDI","P","O",1278,"373c","13"
10134,"ct_9","tr_1",12870,"MC","CDI","C","O",1739,"526c","13"
10144,"ct_6","tr_1",15358,"NZ","CDI","C","O",1751,"631a","13"
10149,"ct_9","tr_5",2521,"FZ","CDI","C","O",299,"621b","13"
10160,"ct_9","tr_4",8074,"GZ","CDI","P","O",976,"552a","13"
10162,"ct_9","tr_6",17428,"QA","CDI","C","O",1820,"525d","13"
10177,"ct_9","tr_2",30899,"MA","CDI","C","O",1820,"461b","13"
10179,"ct_9","tr_6",46761,"MA","CDI","C","O",1663,"373b","13"
10183,"ct_9","tr_4",42993,"GZ","CDI","C","O",1764,"384c","13"
10187,"ct_9","tr_3",14578,"JC","CDI","C","O",1629,"544a","13"
10188,"ct_9","tr_5",36511,"CA","CDI","C","O",2039,"477b","13"
10197,"ct_9","tr_3",21968,"GZ","CDI","C","O",1243,"486d","13"
10204,"ct_9","tr_5",18726,"NZ","CDI","C","O",1814,"534a","13"
10208,"ct_8","tr_5",18773,"QB","CDI","C","O",1666,"526d","13"
10229,"ct_9","tr_3",29598,"GZ","CDI","C","O",1652,"374a","13"
10233,"ct_1","tr_6",12216,"OZ","AUT","P","O",1092,"523b","13"
10236,"ct_9","tr_3",38094,"HZ","CDI","C","O",2200,"641a","94"
10240,"ct_9","tr_2",14511,"NZ","CDI","C","O",1814,"631a","13"
10248,"ct_8","tr_1",5396,"SZ","CDI","P","O",489,"461e","13"
10259,"ct_8","tr_4",6104,"SZ","CDI","P","O",797,"563b","13"
10261,"ct_9","tr_1",13456,"NZ","TTP","C","O",1150,"477b","13"
10265,"ct_9","tr_1",23704,"GZ","CDI","C","O",1534,"554b","84"
10268,"ct_9","tr_3",16849,"NZ","CDI","C","O",1705,"534a","13"
10269,"ct_8","tr_0",18384,"QB","CDI","C","O",1796,"526a","13"
10274,"ct_9","tr_6",22540,"GZ","CDI","C","O",1681,"554c","13"
10284,"ct_8","tr_2",1663,"NZ","TTP","C","O",192,"681b","13"
10286,"ct_9","tr_1",16985,"HZ","CDI","P","O",1170,"344b","13"
10290,"ct_9","tr_3",43850,"CI","CDI","C","O",3000,"473c","14"
10294,"ct_9","tr_6",24098,"NZ","CDI","C","O",1214,"372e","75"
10316,"ct_9","tr_5",24241,"CM","CDI","C","O",1824,"623a","14"
10323,"ct_8","tr_5",17612,"QB","CDI","C","O",1666,"525d","14"
10330,"ct_9","tr_5",18929,"NZ","CDI","C","O",1827,"676a","14"
10332,"ct_7","tr_1",8981,"QB","CDI","N","O",2814,"563a","14"
10342,"ct_8","tr_2",9600,"QB","CDI","P","O",1034,"563b","14"
10343,"ct_8","tr_4",4855,"QB","CDI","P","O",205,"526a","14"
10344,"ct_9","tr_3",34618,"CH","CDI","C","O",647,"484b","14"
10346,"ct_3","tr_6",18512,"QA","CDI","C","O",1820,"451h","14"
10348,"ct_9","tr_3",32491,"MA","CDI","C","O",1614,"478d","14"
10351,"ct_9","tr_1",12211,"GZ","CDI","C","O",1578,"634c","61"
10383,NA,NA,2739,"RZ","CDI","C","O",133,"465b","14"
10384,"ct_3","tr_6",25723,"QA","AUT","C","O",1819,"431f","14"
10388,"ct_9","tr_1",11796,"CM","CDI","C","O",739,"628b","14"
10402,"ct_9","tr_3",5843,"CB","CDI","P","O",229,"623e","14"
10409,"ct_8","tr_2",8677,"SZ","CDI","P","O",932,"684a","14"
10410,"ct_9","tr_4",59438,"QA","CDI","C","O",1820,"431a","14"
10412,"ct_9","tr_4",22361,"CE","CDI","C","O",1803,"484a","14"
10431,"ct_8","tr_4",4021,"QB","CDI","P","O",400,"432d","14"
10435,"ct_9","tr_1",27597,"QA","CDI","C","O",1839,"542a","14"
10436,"ct_8","tr_4",19593,"QB","CDI","C","O",1829,"525d","14"
10440,"ct_9","tr_2",33764,"GZ","CDI","C","O",1778,"463b","14"
10441,"ct_9","tr_1",32967,"GZ","CDI","C","O",1754,"461b","14"
10451,"ct_9","tr_1",26363,"FZ","CDI","C","O",1762,"543g","14"
10458,"ct_8","tr_6",21966,"OZ","CDI","P","O",1456,"545d","14"
10462,"ct_9","tr_3",6694,"FZ","APP","C","A",991,"681a","14"
10464,"ct_9","tr_1",17354,"CI","CDI","C","O",1607,"473b","14"
10465,"ct_9","tr_6",25637,"KZ","CDI","C","O",1820,"467a","14"
10483,"ct_9","tr_3",53587,"GZ","CDI","C","O",1515,"374d","77"
10485,"ct_9","tr_3",8749,"QB","CDI","P","O",1044,"563b","14"
10486,"ct_9","tr_6",34253,"CA","CDI","C","O",1957,"625f","14"
10493,"ct_9","tr_1",29664,"CB","CDI","C","O",1746,"372b","14"
10495,"ct_9","tr_4",20364,"QB","CDI","C","O",1820,"526a","14"
10504,"ct_9","tr_1",14216,"GZ","CDI","C","O",1847,"542a","14"
10506,"ct_8","tr_4",20655,"QB","CDI","C","O",1829,"526a","14"
10507,"ct_8","tr_1",4698,"QA","CDI","P","O",248,"431f","14"
10519,"ct_8","tr_4",17642,"QB","CDI","C","O",1573,"525d","14"
10532,"ct_2","tr_4",20908,"OZ","CDD","C","O",1840,"472d","14"
10533,"ct_9","tr_3",18480,"CC","CDI","C","O",1882,"628g","14"
10535,"ct_9","tr_1",5529,"NZ","TTP","C","O",492,"681a","14"
10546,"ct_1","tr_5",26340,"OZ","CDI","P","O",1456,"333a","14"
10564,"ct_9","tr_5",34083,"CE","CDI","C","O",1788,"477d","14"
10582,"ct_9","tr_5",38674,"CF","CDI","C","O",1965,"486d","14"
10591,"ct_9","tr_4",30840,"FZ","CDI","C","O",1715,"621d","14"
10594,"ct_9","tr_0",6004,"IZ","TOA","C","O",624,"636d","14"
10600,"ct_9","tr_5",33148,"DZ","CDI","C","O",1756,"463b","14"
10603,"ct_4","tr_6",51232,"SZ","CDI","C","O",3000,"479b","14"
10611,"ct_9","tr_1",10827,"NZ","CDI","C","O",944,"546b","14"
10612,"ct_2","tr_1",4322,"QB","CDD","P","O",418,"563b","14"
10617,"ct_9","tr_2",25039,"KZ","CDI","C","O",1820,"543f","14"
10621,"ct_9","tr_3",15906,"QB","CDI","P","O",1393,"525d","14"
10627,"ct_9","tr_6",19227,"CA","CDI","C","O",1847,"625d","14"
10633,"ct_1","tr_5",27302,"OZ","AUT","C","O",1820,"451c","94"
10641,"ct_9","tr_3",18286,"MA","CDI","C","O",1853,"543b","14"
10645,"ct_9","tr_4",53074,"GZ","CDI","C","O",1705,"374a","76"
10651,"ct_9","tr_6",34507,"GZ","CDI","C","O",1476,"374a","14"
10663,"ct_9","tr_5",17414,"NZ","CDI","C","O",1865,"684a","14"
10673,"ct_3","tr_6",13229,"QA","CDI","P","O",1456,"525d","61"
10674,"ct_9","tr_3",16474,"NZ","CDI","C","O",1519,"543g","61"
10675,"ct_8","tr_5",34409,"SZ","CDI","P","O",1820,"434c","14"
10676,"ct_9","tr_3",27824,"KZ","CDI","C","O",1927,"467a","14"
10680,"ct_9","tr_3",45985,"GZ","CDI","C","O",1887,"373c","50"
10682,"ct_9","tr_1",8168,"NZ","TTP","C","O",789,"653a","14"
10687,"ct_9","tr_5",18581,"CH","CDI","C","O",1604,"624b","14"
10693,"ct_8","tr_2",44849,"PZ","CDI","C","O",2514,"421b","14"
10705,"ct_9","tr_4",17674,"CH","CDI","C","O",1268,"542a","14"
10712,"ct_9","tr_3",33836,"NZ","CDI","C","O",1632,"433a","14"
10715,"ct_9","tr_5",29033,"CL","CDI","C","O",1527,"543g","61"
10725,"ct_9","tr_4",8078,"QB","CDI","P","O",729,"526a","14"
10726,NA,NA,3376,"TZ","CDI","C","O",425,"563c","14"
10729,"ct_9","tr_3",23498,"CM","CDI","C","O",1330,"382d","76"
10730,"ct_9","tr_5",21245,"FZ","CDI","C","O",1690,"621a","80"
10733,"ct_2","tr_6",3008,"OZ","CDD","C","O",390,"621f","14"
10734,"ct_9","tr_6",37896,"KZ","CDI","P","O",1724,"376e","75"
10738,"ct_9","tr_5",20518,"NZ","CDI","C","O",1597,"461d","14"
10744,"ct_9","tr_1",7138,"GZ","CDI","C","O",508,"551a","14"
10746,"ct_1","tr_5",46018,"PZ","CDI","C","O",3000,"333e","14"
10755,"ct_9","tr_3",29967,"NZ","CDI","C","O",1924,"461d","14"
10761,"ct_8","tr_5",32401,"PZ","CDI","C","O",1836,"373d","14"
10765,"ct_9","tr_5",49333,"CA","CDI","C","O",2200,"625a","14"
10768,"ct_8","tr_4",6538,"NZ","CDI","C","O",875,"691c","14"
10780,"ct_3","tr_6",20921,"QA","AUT","C","O",1820,"523d","14"
10784,"ct_9","tr_1",22625,"NZ","CDI","C","O",1644,"543f","14"
10788,"ct_9","tr_6",18052,"MA","CDI","C","O",1972,"543b","14"
10790,"ct_9","tr_5",25175,"HZ","CDI","C","O",1820,"676c","14"
10791,"ct_9","tr_5",19010,"GZ","CDI","C","O",1934,"623f","14"
10797,"ct_9","tr_5",21076,"HZ","CDI","C","O",1982,"684a","14"
10809,"ct_8","tr_3",22606,"QB","CDI","C","O",590,"431f","50"
10810,NA,NA,10084,"TZ","CDI","P","O",955,"563c","14"
10813,"ct_9","tr_6",34591,"CA","CDI","C","O",1754,"674c","14"
10818,"ct_9","tr_4",21581,"NZ","CDI","C","O",1890,"534a","76"
10820,"ct_7","tr_1",1216,"QB","CDI","N","O",447,"563a","14"
10826,"ct_6","tr_1",20843,"QA","CDI","C","O",2183,"526e","14"
10830,"ct_9","tr_4",20501,"FZ","CDI","C","O",1557,"641a","14"
10833,"ct_9","tr_0",14191,"NZ","CDI","P","O",1405,"684a","14"
10839,"ct_9","tr_5",17618,"CG","CDI","C","O",1498,"625a","14"
10843,"ct_8","tr_2",24588,"SZ","CDI","P","O",1664,"543g","14"
10844,"ct_9","tr_6",16959,"NZ","CDI","C","O",1583,"541d","14"
10850,"ct_9","tr_6",51638,"CE","CDI","C","O",1806,"384a","50"
10863,"ct_6","tr_0",19890,"AZ","CDI","C","O",1807,"692a","14"
10877,"ct_9","tr_1",12507,"KZ","CDI","C","O",1309,"543b","14"
10883,"ct_7","tr_1",14468,"QB","CDI","N","O",3000,"563a","14"
10886,"ct_9","tr_3",23581,"QB","CDI","C","O",1662,"636d","14"
10892,NA,NA,1076,"TZ","CDI","C","O",133,"563b","14"
10893,"ct_8","tr_4",21696,"QA","CDI","C","O",1743,"526a","61"
10897,"ct_2","tr_4",13257,"OZ","CDD","C","O",1444,"524c","14"
10905,"ct_8","tr_5",66259,"PZ","CDI","C","O",1817,"373d","14"
10907,"ct_1","tr_4",19251,"OZ","CDI","P","O",1456,"461f","14"
10914,"ct_2","tr_1",5460,"EZ","AUT","N","O",NA,"335a","14"
10919,"ct_8","tr_4",8680,"PZ","CDI","P","O",979,"525a","14"
10926,"ct_1","tr_3",27427,"OZ","AUT","C","O",1820,"523b","14"
10927,"ct_9","tr_1",5889,"GZ","CDI","C","O",474,"634c","14"
10943,"ct_9","tr_0",10259,"NZ","TTP","N","O",1048,"676c","14"
10946,"ct_9","tr_4",18901,"QB","CDI","C","O",1800,"636d","14"
10948,"ct_8","tr_3",2302,"QB","CDI","P","O",163,"526a","14"
10960,"ct_3","tr_6",18786,"QA","CDD","C","O",1820,"523d","14"
10963,"ct_9","tr_5",36605,"DZ","CDI","C","O",1850,"477b","14"
10971,"ct_8","tr_4",17680,"SZ","CDI","P","O",1448,"434d","14"
10979,"ct_9","tr_5",24462,"NZ","CDI","C","O",1820,"534a","14"
10981,"ct_9","tr_3",29657,"CH","CDI","C","O",803,"472c","14"
10994,"ct_9","tr_1",8079,"IZ","CDI","C","O",1079,"561c","14"
11008,"ct_9","tr_4",27537,"QA","CDI","C","O",1817,"525d","14"
11031,"ct_8","tr_5",10066,"QB","CDI","C","O",1596,"676e","14"
11033,"ct_9","tr_2",25389,"HZ","CDI","C","O",1994,"641a","14"
11040,"ct_9","tr_3",13759,"GZ","CDI","P","O",1022,"554e","14"
11046,"ct_9","tr_4",25207,"MA","CDI","C","O",1820,"461e","14"
11054,"ct_9","tr_1",13560,"PZ","CDI","C","O",1486,"637d","14"
11057,"ct_9","tr_5",18992,"CH","CDI","C","O",1806,"676c","14"
11080,"ct_1","tr_6",19143,"PZ","AUT","C","O",1820,"628f","14"
11094,"ct_9","tr_5",21260,"GZ","CDI","C","O",1820,"465a","14"
11099,"ct_8","tr_5",58907,"PZ","CDI","C","O",2064,"422c","14"
11105,"ct_9","tr_4",21802,"CE","CDI","C","O",1820,"676e","14"
11109,NA,NA,1711,"CA","CDI","P","O",154,"628a","14"
11123,"ct_9","tr_2",12269,"HZ","CDI","P","O",1414,"641b","14"
11126,"ct_9","tr_4",23057,"QB","CDI","C","O",1826,"526a","14"
11129,"ct_9","tr_4",39209,"MA","CDI","C","O",1820,"387d","76"
11134,"ct_9","tr_1",6104,"MA","CDI","P","O",673,"543b","14"
11135,"ct_9","tr_4",12296,"NZ","CDI","P","O",494,"684a","14"
11136,"ct_4","tr_6",68922,"SZ","CDI","C","O",3000,"479b","14"
11140,"ct_9","tr_6",23033,"CJ","CDI","C","O",1464,"652a","50"
11141,"ct_9","tr_6",21685,"CA","CDI","P","O",1314,"625a","14"
11143,"ct_9","tr_3",45121,"CH","CDI","C","O",1827,"474c","14"
11156,"ct_9","tr_3",44515,"HZ","CDI","C","O",1810,"477b","76"
11176,NA,NA,2443,"IZ","CDI","C","O",314,"561d","14"
11177,"ct_9","tr_3",16788,"QA","CDI","C","O",1487,"526e","14"
11179,"ct_8","tr_5",9203,"QB","AUT","C","O",1776,"685a","14"
11185,"ct_9","tr_3",49332,"CE","CDI","C","O",916,"387c","76"
11198,"ct_9","tr_4",23147,"CA","CDI","C","O",1708,"372d","93"
11201,"ct_8","tr_6",23169,"QA","CDD","C","O",1820,"431f","14"
11207,"ct_9","tr_1",14251,"FZ","APP","C","A",1769,"681a","14"
11211,"ct_7","tr_1",25548,"QB","CDI","N","O",3000,"563a","14"
11213,"ct_9","tr_3",21814,"HZ","CDI","C","O",2036,"641a","14"
11222,"ct_9","tr_4",12203,"HZ","AUT","C","X",1820,"333c","14"
11231,"ct_9","tr_6",20029,"CL","CDI","C","O",1594,"673c","14"
11234,"ct_9","tr_4",12379,"QB","CDI","P","O",1191,"525d","14"
11243,"ct_9","tr_5",13023,"GZ","CDD","C","O",967,"543g","14"
11245,"ct_9","tr_4",15806,"GZ","CDI","C","O",1506,"554a","14"
11246,"ct_9","tr_4",12845,"QB","CDI","P","O",882,"431f","14"
11251,"ct_9","tr_4",37661,"FZ","CDI","C","O",1758,"423b","14"
11263,"ct_9","tr_4",5910,"NZ","CDI","P","O",606,"684a","76"
11265,"ct_8","tr_4",15703,"QB","CDI","P","O",1820,"525d","14"
11271,"ct_8","tr_3",6141,"QB","CDI","P","O",693,"526a","14"
11273,"ct_9","tr_1",2368,"LZ","CDI","C","O",305,"463e","14"
11274,"ct_9","tr_3",7565,"CA","CDI","C","O",580,"674b","42"
11276,"ct_9","tr_6",29936,"CF","CDI","C","O",1820,"625c","14"
11283,"ct_9","tr_3",4072,"QB","CDI","P","O",560,"526a","14"
11285,"ct_9","tr_1",10481,"IZ","CDI","C","O",1340,"561c","14"
11287,"ct_9","tr_1",7818,"NZ","TTP","C","O",387,"477a","14"
11292,"ct_9","tr_2",17412,"KZ","CDI","P","O",1456,"543b","14"
11296,"ct_9","tr_6",22433,"CL","CDI","C","O",1766,"624e","14"
11298,"ct_9","tr_2",3578,"NZ","TTP","C","O",379,"676c","14"
11302,"ct_9","tr_6",24497,"QA","CDI","C","O",1820,"525d","14"
11305,"ct_9","tr_3",17381,"CH","CDI","C","O",1908,"623g","14"
11307,"ct_9","tr_1",3880,"FZ","CDI","P","O",376,"681a","14"
11313,NA,NA,7773,"TZ","CDI","C","O",670,"563c","14"
11329,"ct_9","tr_2",20883,"FZ","CDI","C","O",1729,"632g","14"
11337,"ct_9","tr_5",32132,"FZ","CDI","C","O",1708,"481b","14"
11345,"ct_9","tr_3",48412,"CM","CDI","C","O",1920,"384c","61"
11346,"ct_9","tr_1",34486,"MA","CDI","C","O",1669,"385b","12"
11350,"ct_2","tr_6",19798,"OZ","AUT","P","O",1569,"621f","14"
11356,"ct_9","tr_6",8826,"NZ","CDD","P","O",1033,"684a","14"
11360,NA,NA,8557,"TZ","CDD","C","O",1014,"563c","14"
11363,"ct_8","tr_1",4127,"QB","CDI","C","O",642,"526c","75"
11366,"ct_9","tr_1",8166,"IZ","CDI","P","O",1026,"561d","14"
11367,"ct_9","tr_6",36320,"KZ","CDI","C","O",1820,"388b","14"
11373,"ct_8","tr_2",13588,"NZ","CDI","P","O",1251,"461d","14"
11377,"ct_9","tr_3",6139,"IZ","CDI","P","O",741,"561d","15"
11379,"ct_9","tr_6",18979,"CG","CDI","C","O",1646,"625c","15"
11382,"ct_8","tr_3",18379,"QB","CDI","P","O",1820,"525d","15"
11383,"ct_2","tr_4",24615,"QB","AUT","C","O",1819,"526a","46"
11387,"ct_8","tr_5",23320,"QB","CDI","P","O",1926,"563b","15"
11391,"ct_9","tr_1",19877,"IZ","CDI","C","O",1677,"561c","15"
11393,"ct_3","tr_6",17909,"QA","CDI","C","O",1820,"431f","15"
11405,"ct_9","tr_2",23757,"MA","CDI","C","O",1820,"543b","15"
11410,"ct_7","tr_1",17879,"QB","CDI","N","O",3000,"563a","15"
11417,NA,NA,2586,"QB","CDI","P","O",262,"563b","15"
11431,"ct_9","tr_4",27795,"HZ","CDI","C","O",2160,"641a","15"
11432,"ct_9","tr_1",28745,"GZ","CDI","C","O",1799,"462b","15"
11452,"ct_9","tr_3",22993,"GZ","CDI","C","O",1820,"543b","15"
11454,"ct_9","tr_4",18018,"GZ","CDI","C","O",1458,"462b","63"
11462,"ct_9","tr_4",46106,"JA","CDI","C","O",1820,"388a","06"
11478,"ct_9","tr_0",3253,"IZ","TOA","C","O",340,"561d","46"
11480,"ct_9","tr_2",18475,"HZ","CDI","C","O",1663,"526e","15"
11482,"ct_9","tr_4",17181,"CH","CDI","C","O",1315,"624c","12"
11484,"ct_9","tr_1",15185,"NZ","TTP","C","O",1241,"681a","15"
11488,"ct_7","tr_1",16155,"TZ","CDI","N","O",1402,"563c","15"
11495,"ct_9","tr_4",27595,"FZ","CDI","C","O",1759,"621c","15"
11501,NA,NA,6556,"TZ","CDD","C","O",571,"563c","15"
11503,"ct_9","tr_1",18423,"FZ","CDI","C","O",1632,"461c","15"
11506,"ct_8","tr_3",11189,"SZ","CDD","C","O",1436,"676e","15"
11526,"ct_9","tr_1",20573,"CA","CDI","C","O",2028,"636c","15"
11533,"ct_9","tr_1",33016,"GZ","CDI","C","O",1683,"554b","15"
11552,"ct_9","tr_1",16901,"KZ","CDI","P","O",1284,"467a","15"
11555,"ct_9","tr_1",30529,"HZ","CDI","C","O",1757,"466a","15"
11565,"ct_8","tr_3",16582,"QB","CDI","P","O",1449,"563b","16"
11569,"ct_9","tr_6",16406,"CL","CDI","C","O",1642,"628g","16"
11570,"ct_3","tr_6",20098,"QA","AUT","P","O",1456,"434d","16"
11575,"ct_9","tr_5",4620,"QA","CDI","C","O",248,"433a","16"
11580,"ct_9","tr_3",39024,"CH","CDI","C","O",1844,"373c","16"
11581,"ct_9","tr_5",14745,"HZ","CDI","P","O",1481,"643a","16"
11590,"ct_9","tr_5",21182,"HZ","CDI","C","O",1711,"676b","92"
11593,"ct_9","tr_1",23498,"GZ","CDI","C","O",2200,"643a","16"
11595,NA,NA,3929,"OZ","CDI","C","O",319,"472d","16"
11596,"ct_9","tr_4",33697,"CE","CDI","C","O",1776,"475a","16"
11597,"ct_9","tr_1",4724,"HZ","CDI","P","O",597,"643a","17"
11598,"ct_9","tr_6",6544,"NZ","CDI","P","O",722,"684a","33"
11603,"ct_9","tr_2",24555,"MC","CDI","C","O",1785,"526b","16"
11615,"ct_9","tr_1",8515,"FZ","CDI","P","O",1040,"543h","94"
11625,"ct_8","tr_1",8524,"PZ","CDI","P","O",721,"422c","16"
11626,"ct_8","tr_0",22976,"RZ","CDI","C","O",1550,"435b","16"
11640,"ct_9","tr_1",22785,"GZ","CDI","C","O",1873,"433d","16"
11644,"ct_3","tr_6",28217,"QA","CDD","P","O",909,"344a","16"
11655,"ct_9","tr_2",31660,"GZ","CDI","C","O",1450,"461f","33"
11656,"ct_9","tr_3",21297,"FZ","CDI","C","O",1573,"633a","16"
11657,"ct_9","tr_1",16299,"GZ","CDI","C","O",1757,"543b","16"
11661,"ct_9","tr_1",17958,"NZ","CDI","C","O",1539,"434c","16"
11663,"ct_7","tr_1",3662,"QB","CDI","N","O",1188,"563a","16"
11667,"ct_9","tr_4",18422,"QB","CDI","C","O",1828,"525d","16"
11677,NA,NA,13917,"TZ","CDI","C","O",1290,"563c","16"
11687,"ct_7","tr_1",13986,"TZ","CDI","N","O",1016,"563c","16"
11690,"ct_9","tr_2",27859,"HZ","CDI","C","O",2144,"641a","16"
11706,"ct_9","tr_1",20554,"MA","CDI","C","O",1813,"461f","16"
11713,"ct_9","tr_6",32314,"CA","CDI","C","O",1771,"674a","16"
11720,"ct_8","tr_3",3576,"PZ","CDI","P","O",533,"525b","16"
11733,"ct_9","tr_3",15206,"GZ","CDI","C","O",1543,"551a","16"
11735,"ct_9","tr_1",10641,"SZ","CDI","P","O",1245,"562b","16"
11741,"ct_7","tr_1",17278,"QB","CDI","N","O",3000,"563a","16"
11749,"ct_9","tr_4",13492,"HZ","CDI","C","O",1820,"641a","40"
11757,"ct_9","tr_5",9793,"HZ","CDD","C","O",1034,"543g","16"
11758,"ct_9","tr_5",16448,"GZ","CDI","P","O",1563,"552a","16"
11765,"ct_9","tr_5",4941,"CJ","CDI","C","O",224,"626b","16"
11766,"ct_9","tr_5",30833,"CE","CDI","C","O",1827,"542a","16"
11781,"ct_9","tr_1",5432,"IZ","TOA","C","O",439,"424a","06"
11796,"ct_9","tr_1",21372,"MC","CDI","C","O",1874,"526b","16"
11800,"ct_9","tr_4",52981,"CA","CDI","C","O",1708,"387f","16"
11810,"ct_6","tr_1",14996,"CA","APP","C","A",1830,"683a","86"
11818,"ct_9","tr_5",10526,"HZ","CDI","P","O",849,"641b","86"
11830,"ct_7","tr_1",22274,"QB","CDI","N","O",3000,"563a","16"
11843,"ct_9","tr_3",15783,"CJ","CDI","C","O",1673,"672a","16"
11853,"ct_8","tr_1",41153,"KZ","CDI","C","O",1820,"376e","79"
11856,NA,NA,2528,"OZ","CDI","C","O",178,"621f","16"
11859,"ct_9","tr_4",29634,"CI","CDI","C","O",1617,"384a","16"
11864,"ct_3","tr_6",13522,"QA","AUT","P","O",790,"526a","85"
11878,"ct_8","tr_4",20481,"QB","CDI","C","O",1784,"525d","16"
11890,"ct_9","tr_1",16559,"IZ","CDI","C","O",1301,"636d","16"
11898,"ct_9","tr_3",21558,"QB","CDI","C","O",1784,"526a","16"
11899,"ct_8","tr_3",11827,"QB","CDI","C","O",1168,"525d","16"
11907,"ct_9","tr_5",1638,"HZ","CDI","C","O",168,"643a","33"
11916,"ct_9","tr_6",33837,"CG","CDI","C","O",1924,"626b","16"
11922,"ct_3","tr_6",21427,"QA","CDI","C","O",1819,"526a","16"
11925,"ct_5","tr_5",21813,"LZ","CDI","C","O",1973,"541d","16"
11930,"ct_6","tr_1",13119,"FZ","CDI","C","O",1631,"632a","16"
11931,"ct_9","tr_3",9115,"SZ","CDI","P","O",991,"563b","16"
11935,"ct_9","tr_2",41456,"GZ","CDI","C","O",1820,"374a","16"
11941,NA,"tr_3",2800,"NZ","CDI","C","O",156,"621a","16"
11952,"ct_8","tr_3",21461,"QB","CDI","P","O",1787,"563b","16"
11955,"ct_2","tr_6",21545,"OZ","AUT","C","O",1824,"525b","16"
11973,"ct_2","tr_6",11456,"OZ","CDD","P","O",281,"344b","16"
11990,"ct_1","tr_6",10255,"OZ","AUT","P","O",1485,"532a","36"
11992,"ct_9","tr_1",14925,"IZ","CDI","C","O",1499,"636d","16"
12000,"ct_9","tr_4",32337,"QA","CDI","P","O",940,"344a","86"
12003,"ct_9","tr_3",15862,"MA","CDI","C","O",1737,"543g","16"
12008,"ct_9","tr_1",11291,"HZ","CDI","C","O",1001,"534b","16"
12010,"ct_9","tr_5",18639,"CG","CDI","C","O",1654,"674d","16"
12021,"ct_9","tr_3",17216,"GZ","CDI","C","O",1438,"685a","16"
12032,"ct_9","tr_2",13153,"GZ","CDD","C","O",1254,"552a","16"
12043,"ct_9","tr_5",4040,"HZ","CDI","P","O",545,"642b","33"
12051,"ct_9","tr_3",44990,"FZ","CDI","C","O",1691,"382c","16"
12055,"ct_9","tr_3",17482,"GZ","CDI","C","O",1438,"685a","16"
12068,"ct_9","tr_5",17021,"CJ","CDI","P","O",1090,"474b","16"
12071,"ct_9","tr_3",19297,"CC","CDI","C","O",2200,"675b","16"
12081,"ct_9","tr_6",13893,"GZ","CDI","C","O",1742,"643a","16"
12084,"ct_9","tr_1",2233,"GZ","CDD","C","O",292,"554e","16"
12089,"ct_9","tr_5",27524,"CC","CDI","C","O",1839,"627f","16"
12095,"ct_9","tr_1",4754,"FZ","CDD","C","O",503,"632j","17"
