PRIMARY_KEY,Economic_sector,FORMER_DEP,JOB_DEP,work_description,TYPE_OF_CONTRACT,labor_force_status,WORK_CONDITION,Employer_category,WORKING_HOURS,employee_count
15433,"GZ","38","38","373d","CDI","O","C","ct_9",1765,"tr_1"
15438,"IZ","27","27","541b","CDI","O","C","ct_9",411,"tr_1"
15455,"CL","72","72","387c","CDI","O","C","ct_9",1906,"tr_6"
15458,"HZ","91","91","641a","CDI","O","C","ct_9",2667,"tr_0"
15460,"NZ","02","62","534a","CDI","O","C",NA,267,"tr_0"
15463,"NZ","44","44","684a","CDI","O","P","ct_9",899,"tr_2"
15465,"CJ","62","62","461d","CDI","O","C","ct_9",910,"tr_6"
15469,"FZ","77","91","481b","CDI","O","C","ct_9",1484,"tr_4"
15474,"FZ","57","57","621c","CDI","O","C","ct_9",1691,"tr_4"
15481,"CA","80","80","676c","TOA","O","C","ct_9",616,"tr_5"
15486,"QB","35","35","526a","CDI","O","P","ct_8",758,"tr_4"
15488,"QB","95","95","563a","CDI","O","N","ct_7",3000,"tr_1"
15495,"HZ","95","75","521a","AUT","O","C","ct_9",1567,"tr_6"
15500,"QA","47","47","526a","CDI","O","C","ct_9",1771,"tr_6"
15507,"QB","43","63","526d","CDI","O","P","ct_8",288,"tr_4"
15514,"EZ","01","01","628e","CDI","O","C","ct_9",747,"tr_3"
15531,"GZ","66","66","526b","CDI","O","P","ct_9",491,"tr_1"
15535,"QB",NA,NA,"564b","CDD","O","C","ct_8",137,"tr_3"
15551,"QA","92","75","432b","CDI","O","P","ct_8",429,"tr_3"
15553,"CC","88","88","643a","CDI","O","C","ct_9",376,"tr_1"
15559,"QB","16","16","526a","CDI","O","P","ct_8",1456,"tr_3"
15563,"QB","74","74","434e","CDI","O","C","ct_8",1301,"tr_2"
15567,"OZ","62","62","434d","AUT","O","C","ct_1",1882,"tr_3"
15569,"GZ","41","41","344d","CDI","O","P","ct_9",1369,"tr_1"
15572,"CG","31","31","487a","CDI","O","C","ct_9",1685,"tr_4"
15573,"SZ","29","22","471a","CDI","O","C","ct_8",1694,"tr_6"
15578,"PZ","31","31","542a","CDI","O","C","ct_8",453,"tr_1"
15585,"CM","60","60","543g","CDI","O","C","ct_9",1734,"tr_1"
15587,"QB","11","11","344b","CDI","O","C","ct_9",707,"tr_4"
15593,"NZ","72","44","534a","CDI","O","P","ct_9",1855,"tr_5"
15605,"QB","79","79","563a","AUT","O","C","ct_2",1868,"tr_5"
15616,"LZ","77","77","461b","AUT","O","C","ct_5",1400,"tr_4"
15624,"QB","94","94","451h","CDI","O","C","ct_4",1820,"tr_5"
15629,"KZ","94","92","372a","CDI","O","P","ct_9",1820,"tr_6"
15641,"GZ","61","61","374a","CDI","O","C","ct_9",655,"tr_2"
15647,"CH","88","68","674d","CDI","O","C","ct_9",1027,"tr_2"
15650,"GZ","51","51","556a","CDI","O","C","ct_9",1924,"tr_3"
15655,"QB","74","74","525d","CDI","O","C","ct_8",730,"tr_4"
15662,"QB","47","47","525d","CDI","O","C","ct_9",1820,"tr_3"
15680,"KZ","74","74","467a","CDI","O","C","ct_9",1820,"tr_2"
15682,"NZ","78","95","481b","CDI","O","C","ct_9",1682,"tr_3"
15697,"CA","51","51","691e","CDI","O","C","ct_9",1508,"tr_6"
15698,"OZ","60","60","524c","CDD","O","P","ct_2",1046,"tr_2"
15703,"GZ","81","81","467a","CDI","O","P","ct_9",173,"tr_1"
15710,"CL","01","01","673c","CDI","O","C","ct_9",1469,"tr_6"
15711,"OZ",NA,NA,"525a","AUT","O","C","ct_2",1820,"tr_6"
15716,"QA","67","67","523d","CDI","O","C","ct_3",1501,"tr_6"
15717,"NZ","13","13","534a","CDI","O","C","ct_9",1242,"tr_5"
15728,"NZ","31","31","684a","CDI","O","C",NA,1187,"tr_3"
15740,"CC","16","16","674e","CDI","O","C","ct_9",1182,"tr_5"
15758,"MB","33","78","374c","CDI","O","C","ct_9",1820,"tr_6"
15759,"HZ",NA,NA,"634d","CDI","O","C","ct_9",1820,"tr_4"
15761,"IZ","95","75","543b","CDI","O","C","ct_9",1120,"tr_3"
15773,"CA","62","62","674c","CDI","O","C","ct_9",1040,"tr_6"
15788,"PZ","92","75","525b","CDI","O","P","ct_8",485,"tr_5"
15797,"NZ","70","21","684a","AUT","O","C",NA,326,"tr_6"
15798,"NZ","78","75","373d","CDI","O","C","ct_9",1820,"tr_3"
15813,"HZ","49","49","521a","CDI","O","P","ct_9",1274,"tr_3"
15817,"FZ","77","77","542a","CDI","O","C","ct_9",1548,"tr_1"
15830,"GZ","75","92","653a","CDI","O","C","ct_9",1834,"tr_5"
15854,"HZ","07","07","641b","CDD","O","N",NA,194,NA
15856,"GZ","09","09","433b","CDI","O","C","ct_8",1812,"tr_1"
15868,"EZ","45","45","641a","CDI","O","C","ct_9",1820,"tr_4"
15882,"QB","62","62","563b","TTP","O","C",NA,533,NA
15887,"CA","76","76","674c","CDI","O","C","ct_9",1816,"tr_5"
15890,"QA","93","93","525d","CDD","O","C","ct_9",215,"tr_6"
15898,"NZ","24","24","546b","CDI","O","C","ct_9",765,"tr_1"
15906,"CH","52","52","626b","CDI","O","C","ct_9",1947,"tr_5"
15908,"QA","34","34","431f","CDI","O","C","ct_8",1750,"tr_6"
15926,"QA","44","44","642a","CDI","O","C","ct_9",392,"tr_0"
15942,"OZ","49","49","451e","CDI","O","C","ct_8",1820,"tr_4"
15944,"CL","78","78","387c","CDI","O","C","ct_9",1694,"tr_6"
15945,"GZ","33","33","554a","CDI","O","P","ct_6",326,"tr_0"
15968,"QA","70","70","526e","CDI","O","C","ct_9",1936,"tr_2"
15986,"FZ","91","91","671c","CDI","O","C","ct_9",1820,"tr_5"
15987,"QA","26","69","525d","CDI","O","P","ct_9",918,"tr_4"
15988,"HZ","32","32","451a","CDI","O","C","ct_9",1072,"tr_4"
15994,"HZ","01","01","652a","CDI","O","C","ct_9",1820,"tr_3"
15996,"CM","59","59","461d","CDI","O","C","ct_9",1998,"tr_1"
16004,"QA","95","95","523d","CDI","O","C","ct_3",452,"tr_6"
16011,"RZ","54","54","435b","CDI","O","P","ct_8",447,"tr_3"
16020,"QA","13","13","525d","CDI","O","C","ct_9",512,"tr_4"
16022,"QB","60","60","526a","CDI","O","P","ct_8",1317,"tr_4"
16039,"GZ","10","10","542a","CDI","O","C","ct_9",1177,"tr_1"
16059,"FZ","64","64","481a","CDI","O","C","ct_9",1653,"tr_5"
16061,"HZ","32","32","451a","CDI","O","C","ct_9",1072,"tr_4"
16074,"QB","11","11","685a","CDI","X","P","ct_8",910,"tr_5"
16082,"OZ","33","33","524b","CDI","O","C","ct_1",1820,"tr_4"
16098,"HZ","42","75","466c","CDI","O","C","ct_9",1708,"tr_6"
16102,"NZ","93","93","684a","CDI","O","P","ct_9",2324,"tr_6"
16109,"OZ","75","75","524b","CDI","O","C","ct_1",1213,"tr_6"
16119,"HZ","93","77","684a","CDI","O","C","ct_9",878,"tr_6"
16120,"GZ","80","80","636a","CDI","O","C","ct_9",1115,"tr_2"
16124,"CA","25","25","468a","CDI","O","N","ct_9",760,"tr_3"
16127,"FZ","37","37","681a","CDI","O","C","ct_9",1589,"tr_1"
16128,"GZ","71","21","543f","CDI","O","C","ct_9",1894,"tr_1"
16136,"QA","37","37","542a","CDI","O","C","ct_9",1418,"tr_3"
16150,"CA","44","44","674c","CDI","O","C","ct_9",525,"tr_5"
16173,"FZ","91","93","632a","CDI","O","C","ct_9",268,"tr_4"
16174,"IZ",NA,NA,"561b","CDI","O","C","ct_9",1613,"tr_3"
16177,"CG","59","59","543f","CDI","O","C","ct_9",1861,"tr_4"
16213,"MA","94","75","373c","CDI","O","C","ct_9",2104,"tr_4"
16223,"QA","69","69","344b","CDI","O","P","ct_8",378,"tr_3"
16227,"GZ","06","06","554a","CDI","O","C","ct_9",1512,"tr_1"
16231,"CA","17","16","381c","CDI","O","C","ct_9",1557,"tr_5"
16233,"NZ","21","21","467c","CDI","O","C","ct_9",1794,"tr_1"
16237,"QB",NA,NA,"525d","CDI","O","C","ct_8",238,"tr_3"
16238,"JB","75","92","461f","CDI","O","P","ct_9",1365,"tr_6"
16256,"CL","25","25","384b","CDI","O","C","ct_9",1906,"tr_6"
16270,"CB","36","36","627b","CDI","O","C",NA,162,NA
16273,"TZ","69","69","563c","CDI","O","N","ct_7",420,"tr_1"
16279,"HZ","38","38","652a","CDI","O","C","ct_9",1831,"tr_6"
16287,"HZ","33","33","546b","CDI","O","P","ct_9",1141,"tr_6"
16288,"AZ","33","33","691d","CDI","O","C",NA,156,NA
16295,"QB","68","68","542a","CDD","O","P","ct_8",528,"tr_2"
16302,"HZ","02","02","641a","CDI","O","C","ct_9",2180,"tr_3"
16307,"LZ","34","34","524c","CDI","O","P","ct_5",1456,"tr_5"
16310,"PZ","75","75","341a","CDI","O","C","ct_8",1936,"tr_5"
16316,"QB","59","59","685a","CDI","O","C","ct_8",1820,"tr_5"
16319,"CH","38","38","674d","CDI","O","C","ct_9",1147,"tr_6"
16320,"KZ","13","13","526a","CDI","O","C","ct_8",1813,"tr_2"
16324,"OZ","75","75","478b","CDI","O","C","ct_1",NA,"tr_6"
16325,"QB","93","92","434a","CDI","O","C","ct_8",1821,"tr_3"
16330,"MC","06","06","526b","CDI","O","C","ct_9",1465,"tr_1"
16331,"HZ","27","26","641a","CDI","O","C","ct_9",1820,"tr_5"
16334,"TZ",NA,NA,"563c","CDI","O","N","ct_7",714,"tr_1"
16339,"TZ","70","70","563c","AUT","O","C",NA,706,NA
16346,"QB","12","12","525d","CDI","O","C","ct_8",1820,"tr_4"
16357,"HZ","94","95","641a","CDI","O","C","ct_9",248,"tr_0"
16358,"CC","91","91","627f","CDI","O","C","ct_9",609,"tr_4"
16363,"OZ",NA,NA,"621f","CDI","O","C","ct_2",1820,"tr_6"
16365,"GZ","06","06","554a","CDI","O","C","ct_9",1512,"tr_1"
16369,"GZ","91","91","462b","CDI","O","C","ct_9",1235,"tr_1"
16371,"KZ","29","75","463b","CDI","O","C","ct_9",1440,"tr_6"
16372,"QB","72","72","563a","AUT","O","P","ct_2",1123,"tr_6"
16375,"CH","40","40","676a","CDI","O","C","ct_9",983,"tr_3"
16384,"TZ","16","16","563c","CDI","O","N","ct_7",515,"tr_1"
16388,"MB","13","13","479a","CDI","O","C","ct_5",1820,"tr_6"
16430,"IZ","93","75","561c","CDI","O","C","ct_9",203,"tr_2"
16443,"PZ","30","30","525a","CDI","O","P","ct_8",990,"tr_2"
16447,"CH",NA,NA,"632j","CDI","O","C","ct_9",1820,"tr_1"
16449,"QB","59","59","543h","CDI","O","C","ct_8",607,"tr_6"
16455,"OZ","03","03","621f","AUT","O","C","ct_2",1835,"tr_6"
16458,"QB","31","31","563a","CDI","O","N","ct_7",1947,"tr_1"
16465,"MA","77","77","543b","CDI","O","P","ct_9",882,"tr_1"
16488,"QB","57","57","691c","CDI","O","C","ct_8",1714,"tr_4"
16494,"TZ","75","75","563c","CDI","O","N","ct_7",2130,"tr_1"
16496,"PZ","13","13","524b","CDI","O","C",NA,242,NA
16529,"QB","02","02","563a","CDI","O","N","ct_7",3000,"tr_1"
16539,"KZ","56","56","543g","CDI","O","C","ct_6",1820,"tr_1"
16548,"GZ","13","13","676c","CDI","O","C","ct_9",1596,"tr_5"
16568,"GZ","30","34","554d","CDI","O","P","ct_9",651,"tr_1"
16570,"OZ","54","54","523b","AUT","O","C","ct_1",1820,"tr_4"
16578,"QA","29","29","526c","CDI","O","P","ct_8",1625,"tr_5"
16592,"GZ","07","07","636c","CDI","O","C","ct_9",1701,"tr_2"
16596,"PZ","76","76","525a","CDI","O","C","ct_8",1012,"tr_4"
16618,"QB","35","35","563c","CDI","O","P","ct_9",861,"tr_3"
16623,"CG","38","38","475b","CDI","O","C","ct_9",1456,"tr_5"
16634,"KZ","45","45","467b","CDI","O","C","ct_9",1820,"tr_6"
16649,"GZ","95","95","643a","CDI","O","P","ct_9",927,"tr_1"
16653,"NZ","91","75","684a","CDI","O","P","ct_9",1447,"tr_6"
16669,"PZ","14","14","423b","CDI","O","P","ct_9",375,"tr_1"
16671,"BZ","2A","2A","671c","CDI","O","C","ct_9",618,"tr_3"
16690,"NZ","37","37","632g","TTP","O","C","ct_9",343,"tr_1"
16695,"MB","33","33","451e","CDI","O","C","ct_1",1820,"tr_5"
16702,"HZ","81","81","641b","CDI","O","P","ct_9",1313,"tr_3"
16710,"CL","03","71","623g","CDI","O","C","ct_9",1694,"tr_6"
16717,"BZ","2A","2A","671c","CDI","O","C","ct_9",618,"tr_3"
16721,"GZ","01","73","624b","CDI","O","C","ct_9",1969,"tr_1"
16723,"CL","44","44","624b","CDI","O","C","ct_9",1077,"tr_6"
16736,"PZ","21","21","422b","CDI","O","C","ct_8",1820,"tr_5"
16741,"QA","62","62","526e","CDI","O","C","ct_9",652,"tr_3"
16745,"MA","26","26","461c","CDI","O","C","ct_9",1655,"tr_1"
16755,"SZ","75","94","424a","CDI","O","P","ct_8",158,"tr_1"
16756,"TZ","41","41","563c","CDI","O","C",NA,336,NA
16789,"OZ","17","91","524c","CDI","O","P","ct_2",264,"tr_3"
16791,"QA","30","30","431f","CDI","O","C","ct_8",455,"tr_3"
16793,"HZ","68","68","451g","CDI","O","C","ct_4",1860,"tr_6"
16807,"OZ","57","57","524c","AUT","X","P","ct_2",1040,"tr_1"
16808,"MA","26","26","461c","CDI","O","C","ct_9",1655,"tr_1"
16810,"GZ","23","23","543g","CDI","O","C","ct_9",1820,"tr_3"
16816,"CL","41","45","673c","CDI","O","C","ct_9",1099,"tr_4"
16832,"HZ","02","02","451a","CDI","O","C","ct_9",1921,"tr_5"
16833,"QA","92","75","431f","CDI","O","P","ct_8",942,"tr_5"
16840,"IZ","78","75","561f","CDI","O","C","ct_9",766,"tr_3"
16846,"RZ","93","75","451e","CDI","O","P","ct_1",1167,"tr_6"
16857,"PZ","37","37","421b","CDI","O","C","ct_8",1820,"tr_1"
16864,"GZ","33","33","534a","CDI","O","C","ct_9",1517,"tr_6"
16865,"MA","69","92","386b","CDI","O","C","ct_9",1820,"tr_6"
16868,"QB","82","82","526a","CDI","O","C","ct_8",1503,"tr_3"
16870,"NZ","60","60","684a","CDD","O","C","ct_8",411,"tr_4"
16883,"NZ","79","79","541b","CDI","O","P","ct_9",1529,"tr_2"
16895,"QB","06","06","525d","CDI","O","C","ct_8",1430,"tr_2"
16897,"NZ",NA,"40","632h","TTP","O","C","ct_9",308,"tr_1"
16903,"FZ","57","57","621c","CDI","O","C","ct_9",1449,"tr_5"
16906,"OZ","85","85","563a","AUT","O","P","ct_2",1316,"tr_6"
16910,"HZ","67","67","643a","CDI","O","P","ct_9",489,"tr_3"
16944,"QB","74","74","525d","CDI","O","C","ct_8",1841,"tr_3"
16959,"CH","57","57","385b","CDI","O","C","ct_9",1090,"tr_6"
16970,"IZ","94","94","561d","CDI","O","P","ct_9",716,"tr_1"
16978,"CL","42","42","474c","CDI","O","C","ct_9",1611,"tr_6"
16994,"NZ","31","31","632a","TTP","O","N","ct_9",943,"tr_1"
16997,"QB","62","62","632k","CDI","O","C","ct_3",1820,"tr_4"
17006,"CB","49","49","652a","CDI","O","C","ct_9",1147,"tr_4"
17016,"QB","66","66","685a","AUT","X","P","ct_8",1478,"tr_4"
17017,"KZ","72","72","526b","CDI","O","P","ct_9",1112,"tr_1"
17043,"FZ","94","94","632a","CDI","O","C","ct_9",1902,"tr_0"
17062,"QB","89","89","543h","CDI","O","P","ct_8",226,"tr_1"
17064,"QB","37","37","434a","CDI","O","C","ct_8",1820,"tr_4"
17068,"JA","92","92","352a","CDD","O","N","ct_9",1746,"tr_6"
17069,"FZ","95","93","632f","CDI","O","C","ct_9",1669,"tr_1"
17079,"GZ","39","39","551a","CDI","O","P","ct_9",883,"tr_3"
17084,"PZ","75","75","422e","CDI","O","C","ct_8",1820,"tr_4"
17085,"QB","94","91","563b","CDI","O","P","ct_9",1954,"tr_1"
17092,"GZ","24","24","551a","CDI","O","C","ct_9",1830,"tr_6"
17104,"GZ","46","46","634c","CDD","O","C","ct_9",677,"tr_1"
17110,"QA","59","59","526b","CDI","O","P","ct_6",503,"tr_1"
17111,"CA","57","57","674c","CDI","O","C","ct_9",1062,"tr_3"
17120,"QB","78","92","563b","CDI","O","C",NA,272,NA
17144,"GZ","95","77","477c","CDI","O","C","ct_9",1347,"tr_5"
17150,"MB","91","92","461f","CDI","O","C","ct_5",1820,"tr_6"
17164,"OZ","94","75","461c","CDI","O","C","ct_5",1820,"tr_6"
17168,"TZ",NA,NA,"563c","CDI","O","N","ct_7",616,"tr_0"
17173,"QB","02","02","563a","CDI","O","N","ct_7",1759,"tr_1"
17183,"FZ","85","85","634d","CDI","O","C","ct_9",1708,"tr_3"
17185,"KZ","34","34","376d","CDI","O","C","ct_9",1631,"tr_2"
17195,"GZ","62","62","676a","CDI","O","P","ct_9",218,"tr_1"
17206,"HZ","91","94","477c","CDI","O","C","ct_9",1820,"tr_6"
17226,"CH","60","95","673a","CDI","O","C","ct_9",1140,"tr_2"
17230,"KZ","57","57","467c","CDI","O","C","ct_9",1539,"tr_1"
17240,"MA","69","69","383a","CDI","O","C","ct_9",1946,"tr_2"
17263,"SZ","80","80","543g","CDI","O","C","ct_8",1365,"tr_2"
17264,"IZ","44","44","636d","CDI","O","C","ct_9",1418,"tr_1"
17270,"NZ","79","79","684a","CDD","O","P",NA,281,"tr_1"
17273,"QB","57","57","563b","CDI","O","P","ct_8",1336,"tr_5"
17280,"CA","85","85","676c","CDI","O","P","ct_9",1485,"tr_6"
17282,"FZ","26","26","632a","CDI","O","C","ct_9",1820,"tr_1"
17284,"QB","37","37","676e","AUT","X","P","ct_8",1204,"tr_6"
17294,"CM","43","57","486b","CDI","O","C","ct_9",1150,"tr_1"
17298,"GZ","71","71","676c","CDI","O","C","ct_9",1282,"tr_3"
17319,"NZ",NA,NA,"631a","CDI","O","C","ct_6",1130,"tr_1"
17325,"KZ","13","13","478a","CDI","O","C","ct_9",1820,"tr_4"
17326,"MC","69","69","486d","CDI","O","P","ct_9",488,"tr_6"
17327,"QA","58","58","541b","CDI","O","C","ct_6",1974,"tr_1"
17330,"HZ","17","79","641a","CDI","O","C","ct_9",2456,"tr_3"
17359,"FZ","93","92","632g","CDI","O","C","ct_9",1500,"tr_3"
17362,"GZ","93","92","384a","CDI","O","C","ct_9",1820,"tr_3"
17366,"BZ","31","51","543g","CDI","O","C","ct_9",1808,"tr_2"
17367,"NZ","93","92","463e","TTP","O","C","ct_9",199,"tr_3"
17369,"GZ","67","67","463c","CDI","O","C","ct_9",1277,"tr_1"
17370,"OZ","57","57","524b","CDI","O","C","ct_1",1820,"tr_6"
17378,"QB","25","25","526a","CDI","O","P","ct_8",664,"tr_4"
17381,"NZ","38","38","684a","CDI","O","C","ct_9",1855,"tr_4"
17417,"CJ","25","25","622f","CDI","O","P","ct_9",711,"tr_6"
17424,"GZ","69","42","653a","CDI","O","C","ct_9",1561,"tr_2"
17432,"QB","49","49","434a","CDI","O","C","ct_8",1836,"tr_4"
17434,"QB","78","78","563b","CDI","O","P","ct_8",320,"tr_3"
17462,"GZ","83","83","551a","CDI","O","C","ct_9",1886,"tr_3"
17472,"TZ","91","91","563a","CDI","O","N","ct_7",540,"tr_0"
17474,"GZ","63","63","543b","CDI","O","P",NA,255,NA
17481,"NZ","72","72","652a","TTP","O","N","ct_9",409,"tr_1"
17491,"SZ","95","95","435b","CDI","O","C",NA,131,NA
17496,"GZ","59","59","556a","CDI","O","C","ct_9",1820,"tr_2"
17503,"HZ","41","41","641a","CDI","O","C","ct_9",1820,"tr_2"
17507,"JC","91","78","388a","CDD","O","N",NA,152,NA
17515,"FZ","37","37","641a","CDI","O","C","ct_9",1819,"tr_4"
17519,"FZ",NA,NA,"632a","CDI","O","C","ct_9",1410,"tr_1"
17521,"FZ","44","85","382c","CDI","O","C","ct_9",1739,"tr_4"
17523,"CI","60","60","541d","CDI","O","P","ct_9",842,"tr_6"
17549,"OZ","2A","2A","434b","CDI","O","C","ct_8",1739,"tr_2"
17557,"EZ","62","62","684b","CDI","O","C","ct_9",946,"tr_5"
17567,"CH","91","91","542a","CDI","O","C","ct_9",2069,"tr_1"
17574,"GZ","14","14","473c","CDI","O","C","ct_9",1739,"tr_3"
17580,"JC","92","92","543g","CDI","O","C","ct_9",1820,"tr_6"
17595,"SZ","51","51","684a","CDI","O","P","ct_9",1427,"tr_2"
17603,"QB","35","35","526a","CDI","O","C","ct_8",1697,"tr_3"
17611,"QB","22","22","563b","CDI","O","P","ct_8",764,"tr_4"
17612,"QB","91","91","451h","CDI","O","C","ct_3",1820,"tr_4"
17618,"GZ","06","06","374b","CDI","O","C","ct_9",383,"tr_1"
17653,"NZ","95","95","684a","CDI","O","P","ct_9",3000,"tr_5"
17656,"FZ","29","29","632e","CDI","O","C","ct_9",455,"tr_2"
17659,"GZ","34","34","373d","CDI","O","C","ct_9",1773,"tr_2"
17667,"OZ","26","26","563a","AUT","O","C","ct_2",3000,"tr_6"
17679,"PZ","92","75","422b","CDI","O","P","ct_8",255,"tr_4"
17697,"QB","60","60","563a","CDI","O","N","ct_7",3000,"tr_1"
17698,"PZ","05","13","423b","CDI","O","C","ct_8",1368,"tr_5"
17717,"CL","07","07","674d","CDI","O","C","ct_9",1571,"tr_6"
17724,"KZ","17","17","467a","CDI","O","C","ct_9",1820,"tr_2"
17726,"GZ","75","75","675a","CDI","O","C","ct_9",657,"tr_3"
17727,"CA","53","35","641a","CDI","O","C","ct_9",1207,"tr_6"
17733,"CA","52","52","674c","CDI","O","C","ct_9",1820,"tr_6"
17734,"SZ","38","38","674d","CDI","O","C","ct_9",2048,"tr_1"
17737,"QA","75","95","344a","CDI","O","C","ct_3",2196,"tr_6"
17740,"HZ","31","31","641a","CDI","O","C","ct_9",2005,"tr_5"
17752,"TZ","12","12","563c","CDI","O","C",NA,262,NA
17775,"QB","82","47","525d","AUT","O","P","ct_3",809,"tr_4"
17787,"GZ","33","33","463b","CDI","O","C","ct_9",1820,"tr_1"
17793,"QA","75","75","451h","CDI","O","C","ct_9",1779,"tr_3"
17800,"QB","23","23","563b","CDI","O","C","ct_8",1796,"tr_5"
17811,"HZ","78","64","641a","CDI","O","C","ct_9",1353,"tr_2"
17815,"GZ","83","83","543g","CDI","O","C","ct_9",1292,"tr_5"
17839,"QA","63","63","628g","CDI","O","P","ct_8",1456,"tr_6"
17846,"CA","49","49","674b","CDI","O","C","ct_9",1487,"tr_5"
17851,"MA","06","06","373d","CDI","O","C","ct_9",411,"tr_1"
17852,"OZ","95","75","332b","CDI","O","C","ct_2",1820,"tr_6"
17861,"NZ","33","33","684a","CDI","O","C","ct_9",1861,"tr_3"
17868,"QA","63","63","433a","CDI","O","C","ct_9",1754,"tr_4"
17872,"QB","62","62","685a","AUT","X","C","ct_8",1810,"tr_5"
17889,"NZ","56","56","631a","CDI","O","C","ct_9",360,"tr_3"
17903,"GZ","83","83","676c","CDI","O","C","ct_9",317,"tr_6"
17904,"QB","13","13","431f","CDI","O","P","ct_8",904,"tr_5"
17908,"MA","83","75","477b","CDI","O","C","ct_9",1771,"tr_3"
17914,"QA","44","44","525d","CDI","O","P","ct_9",1267,"tr_4"
17918,"QB","44","44","525d","CDI","O","P","ct_8",1550,"tr_1"
17922,"GZ","29","29","653a","CDI","O","C","ct_9",1694,"tr_4"
17935,"MA","38","69","554b","CDI","O","C","ct_9",304,"tr_0"
17942,"IZ","31","31","561d","CDI","O","C","ct_9",1689,"tr_4"
17947,"SZ","38","38","542a","CDI","O","P","ct_8",387,"tr_0"
17960,"HZ","83","83","451a","CDI","O","C","ct_9",1820,"tr_3"
17970,"HZ","69","69","521a","CDI","O","C","ct_9",1714,"tr_6"
17982,"QB","65","64","435b","CDI","O","P","ct_8",1330,"tr_1"
17987,"OZ",NA,NA,"621f","CDI","O","P","ct_2",1637,"tr_6"
17999,"CB","28","93","675a","CDI","O","C","ct_9",1517,"tr_3"
18007,"KZ","91","92","376b","CDI","O","C","ct_9",1820,"tr_4"
18010,"GZ","94","77","477c","CDI","O","C","ct_9",1806,"tr_1"
18019,"GZ","57","57","374d","CDI","O","C","ct_9",1365,"tr_3"
18020,"OZ","91","91","621f","CDD","O","C","ct_2",1939,"tr_6"
18022,"NZ","93","94","684a","CDI","O","P","ct_9",520,"tr_6"
18033,"SZ","46","46","676a","AUT","X","P","ct_8",272,"tr_3"
18038,"NZ","06","34","534a","CDI","O","C","ct_9",1762,"tr_6"
18052,"QB","91","91","525d","CDI","O","C","ct_9",916,"tr_4"
18057,"NZ","94","91","684a","CDI","O","C",NA,295,"tr_5"
18066,"JC","91","92","374c","CDI","O","C","ct_9",1820,"tr_5"
18072,"KZ","85","85","543b","CDI","O","C","ct_9",2162,"tr_2"
18083,"QB","63","63","563b","CDI","O","P","ct_8",1438,"tr_2"
18090,"CJ","69","69","461f","CDI","O","C","ct_9",2081,"tr_6"
18092,"OZ","75","75","621f","CDI","O","P","ct_2",1801,"tr_5"
18093,"QA","91","91","523d","AUT","O","C","ct_3",1822,"tr_6"
18124,"DZ","44","44","485a","CDI","O","C","ct_9",1858,"tr_5"
18134,"OZ","41","41","523c","AUT","O","C","ct_2",1516,"tr_3"
18137,"HZ","16","16","641b","CDI","O","C","ct_9",1856,"tr_6"
18138,"EZ","30","34","477b","CDI","O","C","ct_9",1778,"tr_3"
18140,"QB","21","21","434e","CDI","O","C","ct_8",1711,"tr_3"
18146,"CM","69","69","477b","CDI","O","C","ct_9",913,"tr_5"
18150,"TZ","29","29","563c","CDI","O","C",NA,1204,NA
18156,"CH","47","47","676a","CDI","O","C","ct_9",1697,"tr_2"
18157,"QB","83","83","563a","CDI","O","N","ct_7",2828,"tr_1"
18172,"NZ","93","93","684a","CDI","O","P","ct_9",1260,"tr_6"
18179,"CC","85","85","691f","CDI","O","C","ct_9",2004,"tr_3"
18181,"GZ","42","42","641a","CDI","O","C","ct_9",2000,"tr_4"
18182,"KZ","91","91","376d","CDI","O","C","ct_9",1645,"tr_1"
18183,"NZ","91","91","526b","CDI","O","C","ct_9",1478,"tr_1"
18185,"FZ","57","57","622c","CDI","O","C","ct_9",1820,"tr_3"
18187,"NZ","57","67","534a","CDI","O","C","ct_9",869,"tr_1"
18198,"GZ","59","59","653a","CDI","O","C","ct_9",1356,"tr_1"
18210,"HZ","93","77","676a","CDI","O","C","ct_9",1677,"tr_4"
18212,"PZ","80","80","525b","CDI","O","C","ct_8",1566,"tr_5"
18225,"QA","57","57","526e","CDI","O","C","ct_9",1905,"tr_3"
18238,"CE","59","59","625c","CDI","O","C","ct_9",1804,"tr_5"
18258,"HZ","03","03","451a","CDI","O","C","ct_9",1820,"tr_3"
18263,"MA","91","91","543c","CDI","O","C","ct_9",1512,"tr_3"
18264,"GZ","59","59","555a","CDI","O","P","ct_9",1560,"tr_4"
18271,"OZ","95","92","472d","AUT","O","C","ct_2",1541,"tr_6"
18278,"FZ","95","94","621e","CDI","O","C","ct_9",1183,"tr_6"
18280,"SZ","70","21","387a","CDI","O","C","ct_9",1767,"tr_5"
18285,"QB","63","63","563b","CDI","O","N","ct_7",499,"tr_1"
18311,"QB","56","56","563b","CDI","O","P","ct_8",1107,"tr_4"
18313,"FZ","93","78","637b","CDI","O","C","ct_6",1790,"tr_1"
18319,"GZ","44","44","487b","CDI","O","C","ct_9",1771,"tr_3"
18325,"GZ","67","67","462a","CDI","O","C","ct_9",1949,"tr_1"
18327,"EZ","18","18","676a","CDI","O","C","ct_9",378,"tr_2"
18328,"GZ","67","67","554f","CDI","O","C","ct_9",732,"tr_3"
18332,"OZ","85","85","335a","AUT","O","N","ct_2",73,"tr_4"
18334,"HZ","77","77","652a","CDI","O","C","ct_9",1801,"tr_4"
